=== PAGE 1 ===
# Sheet: Front page
UK Government GHG Conversion Factors for Company Reporting
Front page
 | Next publication date: | June 2027 | Factor set: | Flat file
 | Version: | 1.2 | Year: | 2026
 | UK Government GHG Conversion Factors for Company Reporting
 | Flat File Data Format
 | Status: | Final
 | Version: | 1.2
 | Updated: | 2026-07-10 00:00:00 | An error was identified whereby some factors for which no data were available were reported as 0 rather than left blank. This affected well-to-tank emissions factors for certain hybrid, CNG and LPG cars, and hotel stay factors for certain countries. These values have been corrected in this version.
 | Year: | 2026
 | Description: | 2026 update
 | Next publication date: | 2027-06-01 00:00:00
 | For technical queries, please contact Greenhouse Gas Statistics at GreenhouseGas.Statistics@energysecurity.gov.uk
 | NOTE: The scope of the factors is defined to be relevant to emissions reporting, although the factors may also be used for other purposes.  Regardless of this, their usage is at the users’ own risk.
=== PAGE 2 ===
# Sheet: Factors by Category
UK Government GHG Conversion Factors for Company Reporting
Factors by Category
Freeze panes are active on this sheet. To turn off freeze panes select the 'View' ribbon then 'Freeze Panes' then 'Unfreeze Panes' or use [Alt W, F].
 |  | Category
ID | Scope | Level 1 | Level 2 | Level 3 | Level 4 | Column Text | UOM | GHG/Unit | GHG Conversion Factor 2026
5_304_3132_9_4 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Articulated (>33t) |  | Average laden | miles | kg CO2e of N2O per unit | 0.02314
5_304_3133_4_1 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 0% Laden | km | kg CO2e | 0.65316
5_304_3133_4_2 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 0% Laden | km | kg CO2e of CO2 per unit | 0.63873
5_304_3133_4_3 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 0% Laden | km | kg CO2e of CH4 per unit | 0.00015
5_304_3133_4_4 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 0% Laden | km | kg CO2e of N2O per unit | 0.01428
5_304_3134_4_1 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 50% Laden | km | kg CO2e | 0.86412
5_304_3134_4_2 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 50% Laden | km | kg CO2e of CO2 per unit | 0.84969
5_304_3134_4_3 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 50% Laden | km | kg CO2e of CH4 per unit | 0.00015
5_304_3134_4_4 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 50% Laden | km | kg CO2e of N2O per unit | 0.01428
5_304_3135_4_1 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 100% Laden | km | kg CO2e | 1.07508
5_304_3135_4_2 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 100% Laden | km | kg CO2e of CO2 per unit | 1.06065
5_304_3135_4_3 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 100% Laden | km | kg CO2e of CH4 per unit | 0.00015
5_304_3135_4_4 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 100% Laden | km | kg CO2e of N2O per unit | 0.01428
5_304_3136_4_1 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | Average laden | km | kg CO2e | 0.93374
5_304_3136_4_2 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | Average laden | km | kg CO2e of CO2 per unit | 0.91931
5_304_3136_4_3 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | Average laden | km | kg CO2e of CH4 per unit | 0.00015
5_304_3136_4_4 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | Average laden | km | kg CO2e of N2O per unit | 0.01428
5_304_3133_9_1 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 0% Laden | miles | kg CO2e | 1.05115
5_304_3133_9_2 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 0% Laden | miles | kg CO2e of CO2 per unit | 1.02794
5_304_3133_9_3 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 0% Laden | miles | kg CO2e of CH4 per unit | 0.00022
5_304_3133_9_4 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 0% Laden | miles | kg CO2e of N2O per unit | 0.02299
5_304_3134_9_1 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 50% Laden | miles | kg CO2e | 1.39066
5_304_3134_9_2 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 50% Laden | miles | kg CO2e of CO2 per unit | 1.36745
5_304_3134_9_3 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 50% Laden | miles | kg CO2e of CH4 per unit | 0.00022
5_304_3134_9_4 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 50% Laden | miles | kg CO2e of N2O per unit | 0.02299
5_304_3135_9_1 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 100% Laden | miles | kg CO2e | 1.73016
5_304_3135_9_2 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 100% Laden | miles | kg CO2e of CO2 per unit | 1.70695
5_304_3135_9_3 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 100% Laden | miles | kg CO2e of CH4 per unit | 0.00022
5_304_3135_9_4 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | 100% Laden | miles | kg CO2e of N2O per unit | 0.02299
5_304_3136_9_1 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | Average laden | miles | kg CO2e | 1.50269
5_304_3136_9_2 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | Average laden | miles | kg CO2e of CO2 per unit | 1.47948
5_304_3136_9_3 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | Average laden | miles | kg CO2e of CH4 per unit | 0.00022
5_304_3136_9_4 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated artics |  | Average laden | miles | kg CO2e of N2O per unit | 0.02299
5_304_3137_4_1 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 0% Laden | km | kg CO2e | 0.66699
5_304_3137_4_2 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 0% Laden | km | kg CO2e of CO2 per unit | 0.65488
5_304_3137_4_3 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 0% Laden | km | kg CO2e of CH4 per unit | 0.00016
5_304_3137_4_4 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 0% Laden | km | kg CO2e of N2O per unit | 0.01195
5_304_3138_4_1 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 50% Laden | km | kg CO2e | 0.84482
5_304_3138_4_2 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 50% Laden | km | kg CO2e of CO2 per unit | 0.83271
5_304_3138_4_3 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 50% Laden | km | kg CO2e of CH4 per unit | 0.00016
5_304_3138_4_4 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 50% Laden | km | kg CO2e of N2O per unit | 0.01195
5_304_3139_4_1 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 100% Laden | km | kg CO2e | 1.02266
5_304_3139_4_2 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 100% Laden | km | kg CO2e of CO2 per unit | 1.01055
5_304_3139_4_3 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 100% Laden | km | kg CO2e of CH4 per unit | 0.00016
5_304_3139_4_4 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 100% Laden | km | kg CO2e of N2O per unit | 0.01195
5_304_3140_4_1 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | Average laden | km | kg CO2e | 0.89743
5_304_3140_4_2 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | Average laden | km | kg CO2e of CO2 per unit | 0.88532
5_304_3140_4_3 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | Average laden | km | kg CO2e of CH4 per unit | 0.00016
5_304_3140_4_4 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | Average laden | km | kg CO2e of N2O per unit | 0.01195
5_304_3137_9_1 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 0% Laden | miles | kg CO2e | 1.0734
5_304_3137_9_2 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 0% Laden | miles | kg CO2e of CO2 per unit | 1.05392
5_304_3137_9_3 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 0% Laden | miles | kg CO2e of CH4 per unit | 0.00026
5_304_3137_9_4 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 0% Laden | miles | kg CO2e of N2O per unit | 0.01923
5_304_3138_9_1 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 50% Laden | miles | kg CO2e | 1.3596
5_304_3138_9_2 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 50% Laden | miles | kg CO2e of CO2 per unit | 1.34012
5_304_3138_9_3 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 50% Laden | miles | kg CO2e of CH4 per unit | 0.00026
5_304_3138_9_4 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 50% Laden | miles | kg CO2e of N2O per unit | 0.01923
5_304_3139_9_1 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 100% Laden | miles | kg CO2e | 1.6458
5_304_3139_9_2 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 100% Laden | miles | kg CO2e of CO2 per unit | 1.62632
5_304_3139_9_3 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 100% Laden | miles | kg CO2e of CH4 per unit | 0.00026
5_304_3139_9_4 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | 100% Laden | miles | kg CO2e of N2O per unit | 0.01923
5_304_3140_9_1 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | Average laden | miles | kg CO2e | 1.44427
5_304_3140_9_2 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | Average laden | miles | kg CO2e of CO2 per unit | 1.42479
5_304_3140_9_3 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | Average laden | miles | kg CO2e of CH4 per unit | 0.00026
5_304_3140_9_4 | Scope 1 | Delivery vehicles | HGV (non-refrigerated, all diesel) | Average non-refrigerated HGVs |  | Average laden | miles | kg CO2e of N2O per unit | 0.01923
5_305_3109_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 0% Laden | km | kg CO2e | 0.55557
5_305_3109_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 0% Laden | km | kg CO2e of CO2 per unit | 0.55014
5_305_3109_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 0% Laden | km | kg CO2e of CH4 per unit | 0.00011
5_305_3109_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 0% Laden | km | kg CO2e of N2O per unit | 0.00532
5_305_3110_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 50% Laden | km | kg CO2e | 0.60341
5_305_3110_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 50% Laden | km | kg CO2e of CO2 per unit | 0.59798
5_305_3110_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 50% Laden | km | kg CO2e of CH4 per unit | 0.00011
5_305_3110_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 50% Laden | km | kg CO2e of N2O per unit | 0.00532
5_305_3111_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 100% Laden | km | kg CO2e | 0.65125
5_305_3111_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 100% Laden | km | kg CO2e of CO2 per unit | 0.64582
5_305_3111_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 100% Laden | km | kg CO2e of CH4 per unit | 0.00011
5_305_3111_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 100% Laden | km | kg CO2e of N2O per unit | 0.00532
5_305_3112_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | Average laden | km | kg CO2e | 0.5948
5_305_3112_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | Average laden | km | kg CO2e of CO2 per unit | 0.58937
5_305_3112_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | Average laden | km | kg CO2e of CH4 per unit | 0.00011
5_305_3112_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | Average laden | km | kg CO2e of N2O per unit | 0.00532
5_305_3109_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 0% Laden | miles | kg CO2e | 0.8941
5_305_3109_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 0% Laden | miles | kg CO2e of CO2 per unit | 0.88537
5_305_3109_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 0% Laden | miles | kg CO2e of CH4 per unit | 0.00018
5_305_3109_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 0% Laden | miles | kg CO2e of N2O per unit | 0.00855
5_305_3110_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 50% Laden | miles | kg CO2e | 0.97108
5_305_3110_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 50% Laden | miles | kg CO2e of CO2 per unit | 0.96235
5_305_3110_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 50% Laden | miles | kg CO2e of CH4 per unit | 0.00018
5_305_3110_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 50% Laden | miles | kg CO2e of N2O per unit | 0.00855
5_305_3111_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 100% Laden | miles | kg CO2e | 1.04807
5_305_3111_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 100% Laden | miles | kg CO2e of CO2 per unit | 1.03934
5_305_3111_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 100% Laden | miles | kg CO2e of CH4 per unit | 0.00018
5_305_3111_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | 100% Laden | miles | kg CO2e of N2O per unit | 0.00855
5_305_3112_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | Average laden | miles | kg CO2e | 0.95723
5_305_3112_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | Average laden | miles | kg CO2e of CO2 per unit | 0.9485
5_305_3112_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | Average laden | miles | kg CO2e of CH4 per unit | 0.00018
5_305_3112_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>3.5 - 7.5 tonnes) |  | Average laden | miles | kg CO2e of N2O per unit | 0.00855
5_305_3113_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 0% Laden | km | kg CO2e | 0.67123
5_305_3113_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 0% Laden | km | kg CO2e of CO2 per unit | 0.66461
5_305_3113_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 0% Laden | km | kg CO2e of CH4 per unit | 0.00013
5_305_3113_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 0% Laden | km | kg CO2e of N2O per unit | 0.00648
5_305_3114_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 50% Laden | km | kg CO2e | 0.76617
5_305_3114_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 50% Laden | km | kg CO2e of CO2 per unit | 0.75955
5_305_3114_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 50% Laden | km | kg CO2e of CH4 per unit | 0.00013
5_305_3114_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 50% Laden | km | kg CO2e of N2O per unit | 0.00648
5_305_3115_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 100% Laden | km | kg CO2e | 0.86112
5_305_3115_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 100% Laden | km | kg CO2e of CO2 per unit | 0.8545
5_305_3115_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 100% Laden | km | kg CO2e of CH4 per unit | 0.00013
5_305_3115_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 100% Laden | km | kg CO2e of N2O per unit | 0.00648
5_305_3116_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | Average laden | km | kg CO2e | 0.7263
5_305_3116_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | Average laden | km | kg CO2e of CO2 per unit | 0.71968
5_305_3116_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | Average laden | km | kg CO2e of CH4 per unit | 0.00013
5_305_3116_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | Average laden | km | kg CO2e of N2O per unit | 0.00648
5_305_3113_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 0% Laden | miles | kg CO2e | 1.08024
5_305_3113_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 0% Laden | miles | kg CO2e of CO2 per unit | 1.06958
5_305_3113_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 0% Laden | miles | kg CO2e of CH4 per unit | 0.00022
5_305_3113_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 0% Laden | miles | kg CO2e of N2O per unit | 0.01043
5_305_3114_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 50% Laden | miles | kg CO2e | 1.23304
5_305_3114_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 50% Laden | miles | kg CO2e of CO2 per unit | 1.22238
5_305_3114_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 50% Laden | miles | kg CO2e of CH4 per unit | 0.00022
5_305_3114_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 50% Laden | miles | kg CO2e of N2O per unit | 0.01043
5_305_3115_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 100% Laden | miles | kg CO2e | 1.38584
5_305_3115_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 100% Laden | miles | kg CO2e of CO2 per unit | 1.37518
5_305_3115_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 100% Laden | miles | kg CO2e of CH4 per unit | 0.00022
5_305_3115_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | 100% Laden | miles | kg CO2e of N2O per unit | 0.01043
5_305_3116_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | Average laden | miles | kg CO2e | 1.16886
5_305_3116_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | Average laden | miles | kg CO2e of CO2 per unit | 1.1582
5_305_3116_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | Average laden | miles | kg CO2e of CH4 per unit | 0.00022
5_305_3116_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>7.5 tonnes-17 tonnes) |  | Average laden | miles | kg CO2e of N2O per unit | 0.01043
5_305_3117_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 0% Laden | km | kg CO2e | 0.9274
5_305_3117_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 0% Laden | km | kg CO2e of CO2 per unit | 0.91658
5_305_3117_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 0% Laden | km | kg CO2e of CH4 per unit | 0.00022
5_305_3117_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 0% Laden | km | kg CO2e of N2O per unit | 0.01059
5_305_3118_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 50% Laden | km | kg CO2e | 1.1286
5_305_3118_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 50% Laden | km | kg CO2e of CO2 per unit | 1.11778
5_305_3118_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 50% Laden | km | kg CO2e of CH4 per unit | 0.00022
5_305_3118_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 50% Laden | km | kg CO2e of N2O per unit | 0.01059
5_305_3119_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 100% Laden | km | kg CO2e | 1.3298
5_305_3119_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 100% Laden | km | kg CO2e of CO2 per unit | 1.31898
5_305_3119_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 100% Laden | km | kg CO2e of CH4 per unit | 0.00022
5_305_3119_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 100% Laden | km | kg CO2e of N2O per unit | 0.01059
5_305_3120_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | Average laden | km | kg CO2e | 1.18823
5_305_3120_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | Average laden | km | kg CO2e of CO2 per unit | 1.17741
5_305_3120_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | Average laden | km | kg CO2e of CH4 per unit | 0.00022
5_305_3120_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | Average laden | km | kg CO2e of N2O per unit | 0.01059
